,monthly,lieu_id,territoire,check,status_PRO
105319,2021-12,14545,36,2021-1214545,1
105354,2021-12,13693,33,2021-1213693,1
105398,2021-12,8139,75,2021-128139,1
105454,2021-12,2638,77,2021-122638,1
105474,2021-12,14759,63,2021-1214759,1
105604,2021-12,6226,33,2021-126226,1
105626,2021-12,15810,06,2021-1215810,1
105636,2021-12,14264,75,2021-1214264,1
105642,2021-12,14308,75,2021-1214308,1
105654,2021-12,14309,75,2021-1214309,1
105664,2021-12,12961,06,2021-1212961,1
105666,2021-12,14310,75,2021-1214310,1
105670,2021-12,6361,94,2021-126361,1
105688,2021-12,14313,75,2021-1214313,1
105693,2021-12,12968,06,2021-1212968,1
105700,2021-12,12970,06,2021-1212970,1
105702,2021-12,14311,75,2021-1214311,1
105722,2021-12,7591,94,2021-127591,1
105724,2021-12,11806,94,2021-1211806,1
105733,2021-12,13113,06,2021-1213113,1
105835,2021-12,15815,06,2021-1215815,1
105846,2021-12,14659,13,2021-1214659,1
105936,2021-12,14753,75,2021-1214753,1
106003,2021-12,6229,78,2021-126229,1
106123,2021-12,7483,94,2021-127483,1
106172,2021-12,15826,95,2021-1215826,1
106205,2021-12,15827,95,2021-1215827,1
106218,2021-12,14678,13,2021-1214678,1
106223,2021-12,14679,13,2021-1214679,1
106227,2021-12,14680,13,2021-1214680,1
106231,2021-12,14681,13,2021-1214681,1
106236,2021-12,2452,67,2021-122452,1
106251,2021-12,11123,67,2021-1211123,1
106681,2021-12,5429,44,2021-125429,1
106816,2021-12,11340,67,2021-1211340,1
106823,2021-12,3183,77,2021-123183,1
106855,2021-12,14348,78,2021-1214348,1
106873,2021-12,14347,78,2021-1214347,1
106880,2021-12,15369,63,2021-1215369,1
106885,2021-12,14352,78,2021-1214352,1
106893,2021-12,14845,63,2021-1214845,1
106907,2021-12,11793,06,2021-1211793,1
106932,2021-12,11794,06,2021-1211794,1
106939,2021-12,3188,77,2021-123188,1
106968,2021-12,7361,67,2021-127361,1
106972,2021-12,2268,67,2021-122268,1
106984,2021-12,3184,77,2021-123184,1
107019,2021-12,3185,77,2021-123185,1
107034,2021-12,3189,77,2021-123189,1
107065,2021-12,3190,77,2021-123190,1
107078,2021-12,3225,94,2021-123225,1
107099,2021-12,3194,77,2021-123194,1
107143,2021-12,3195,77,2021-123195,1
107153,2021-12,3196,77,2021-123196,1
107174,2021-12,3216,77,2021-123216,1
107191,2021-12,3217,77,2021-123217,1
107243,2021-12,3219,77,2021-123219,1
107254,2021-12,3246,77,2021-123246,1
107265,2021-12,3249,77,2021-123249,1
107298,2021-12,3255,77,2021-123255,1
107323,2021-12,3273,77,2021-123273,1
107337,2021-12,3272,77,2021-123272,1
107352,2021-12,3263,77,2021-123263,1
107374,2021-12,11388,95,2021-1211388,1
107385,2021-12,14366,75,2021-1214366,1
107395,2021-12,3508,78,2021-123508,1
107396,2021-12,3519,75,2021-123519,1
107406,2021-12,3214,77,2021-123214,1
107423,2021-12,3215,77,2021-123215,1
107446,2021-12,3204,77,2021-123204,1
107455,2021-12,3186,77,2021-123186,1
107505,2021-12,5903,78,2021-125903,1
107546,2021-12,3187,77,2021-123187,1
107579,2021-12,3192,77,2021-123192,1
107587,2021-12,3193,77,2021-123193,1
107609,2021-12,3235,77,2021-123235,1
107615,2021-12,3237,77,2021-123237,1
107627,2021-12,3241,77,2021-123241,1
107654,2021-12,3274,77,2021-123274,1
107672,2021-12,15844,77,2021-1215844,1
107688,2021-12,3191,77,2021-123191,1
107977,2021-12,14692,94,2021-1214692,1
107982,2021-12,12673,75,2021-1212673,1
107987,2021-12,6957,75,2021-126957,1
108003,2021-12,4581,44,2021-124581,1
108008,2021-12,5149,44,2021-125149,1
108040,2021-12,2773,77,2021-122773,1
108082,2021-12,7478,78,2021-127478,1
108096,2021-12,9560,78,2021-129560,1
108173,2021-12,2211,67,2021-122211,1
108282,2021-12,6164,78,2021-126164,1
108288,2021-12,3226,94,2021-123226,1
108311,2021-12,2950,92,2021-122950,1
108357,2021-12,2446,75,2021-122446,1
108364,2021-12,12095,94,2021-1212095,1
108410,2021-12,4467,94,2021-124467,1
108415,2021-12,7022,94,2021-127022,1
108642,2021-12,4790,33,2021-124790,1
108673,2021-12,15846,95,2021-1215846,1
108688,2021-12,3096,92,2021-123096,1
108692,2021-12,12097,94,2021-1212097,1
108756,2021-12,6311,94,2021-126311,1
108776,2021-12,6312,94,2021-126312,1
108828,2021-12,12720,91,2021-1212720,1
108835,2021-12,9203,91,2021-129203,1
108841,2021-12,12710,91,2021-1212710,1
108845,2021-12,12712,91,2021-1212712,1
108846,2021-12,12739,91,2021-1212739,1
108847,2021-12,12738,91,2021-1212738,1
108848,2021-12,12741,91,2021-1212741,1
108849,2021-12,12713,91,2021-1212713,1
108852,2021-12,12721,91,2021-1212721,1
108855,2021-12,9174,91,2021-129174,1
108860,2021-12,12737,91,2021-1212737,1
108869,2021-12,9162,91,2021-129162,1
108886,2021-12,9159,91,2021-129159,1
108898,2021-12,3284,94,2021-123284,1
108900,2021-12,12711,91,2021-1212711,1
108916,2021-12,12715,91,2021-1212715,1
108921,2021-12,12740,91,2021-1212740,1
108930,2021-12,9168,91,2021-129168,1
108935,2021-12,12709,91,2021-1212709,1
108940,2021-12,1296,75,2021-121296,1
108941,2021-12,12937,91,2021-1212937,1
108949,2021-12,12929,91,2021-1212929,1
108956,2021-12,12716,91,2021-1212716,1
108964,2021-12,12717,91,2021-1212717,1
108972,2021-12,12722,91,2021-1212722,1
108980,2021-12,12718,91,2021-1212718,1
108988,2021-12,12714,91,2021-1212714,1
109001,2021-12,12719,91,2021-1212719,1
109006,2021-12,2673,91,2021-122673,1
109010,2021-12,8854,75,2021-128854,1
109093,2021-12,7058,94,2021-127058,1
109210,2021-12,12143,91,2021-1212143,1
109267,2021-12,229,75,2021-12229,1
109341,2021-12,15804,34,2021-1215804,1
109361,2021-12,4441,94,2021-124441,1
109642,2021-12,2269,67,2021-122269,1
109646,2021-12,112,75,2021-12112,1
109675,2021-12,13942,95,2021-1213942,1
109805,2021-12,12238,06,2021-1212238,1
109826,2021-12,12268,06,2021-1212268,1
109858,2021-12,12269,06,2021-1212269,1
109932,2021-12,9555,33,2021-129555,1
109969,2021-12,12297,06,2021-1212297,1
109986,2021-12,9556,33,2021-129556,1
110003,2021-12,9624,33,2021-129624,1
110010,2021-12,12006,93,2021-1212006,1
110053,2021-12,12826,77,2021-1212826,1
110063,2021-12,7958,94,2021-127958,1
110078,2021-12,2817,77,2021-122817,1
110106,2021-12,11003,67,2021-1211003,1
110131,2021-12,13237,06,2021-1213237,1
110144,2021-12,2237,67,2021-122237,1
110171,2021-12,11004,67,2021-1211004,1
110183,2021-12,8057,67,2021-128057,1
110196,2021-12,2229,67,2021-122229,1
110213,2021-12,2235,67,2021-122235,1
110228,2021-12,7245,78,2021-127245,1
110235,2021-12,2390,67,2021-122390,1
110237,2021-12,13250,06,2021-1213250,1
110246,2021-12,2231,67,2021-122231,1
110247,2021-12,8056,67,2021-128056,1
110248,2021-12,11002,67,2021-1211002,1
110249,2021-12,2240,67,2021-122240,1
110250,2021-12,2287,67,2021-122287,1
110322,2021-12,12262,77,2021-1212262,1
110332,2021-12,12260,77,2021-1212260,1
110348,2021-12,12578,77,2021-1212578,1
110358,2021-12,5370,44,2021-125370,1
110462,2021-12,3286,94,2021-123286,1
110465,2021-12,15209,34,2021-1215209,1
110494,2021-12,6144,33,2021-126144,1
110507,2021-12,13198,06,2021-1213198,1
110536,2021-12,10675,78,2021-1210675,1
110607,2021-12,5914,78,2021-125914,1
110628,2021-12,4386,78,2021-124386,1
110632,2021-12,8223,78,2021-128223,1
110633,2021-12,9802,78,2021-129802,1
110635,2021-12,6606,78,2021-126606,1
110659,2021-12,11755,77,2021-1211755,1
110678,2021-12,15095,76,2021-1215095,1
110710,2021-12,8226,78,2021-128226,1
110715,2021-12,8227,78,2021-128227,1
110716,2021-12,9772,78,2021-129772,1
110717,2021-12,7252,78,2021-127252,1
110719,2021-12,13209,06,2021-1213209,1
110722,2021-12,4395,78,2021-124395,1
110726,2021-12,4393,78,2021-124393,1
110732,2021-12,9803,78,2021-129803,1
110735,2021-12,13208,06,2021-1213208,1
110785,2021-12,11785,06,2021-1211785,1
110819,2021-12,8228,78,2021-128228,1
110820,2021-12,9794,78,2021-129794,1
110823,2021-12,9795,78,2021-129795,1
110826,2021-12,7508,78,2021-127508,1
110827,2021-12,6646,78,2021-126646,1
110860,2021-12,13200,06,2021-1213200,1
110870,2021-12,5896,78,2021-125896,1
110914,2021-12,13202,06,2021-1213202,1
110932,2021-12,14806,44,2021-1214806,1
110938,2021-12,13203,06,2021-1213203,1
110949,2021-12,13206,06,2021-1213206,1
110952,2021-12,13207,06,2021-1213207,1
111023,2021-12,4011,92,2021-124011,1
111035,2021-12,6565,44,2021-126565,1
111041,2021-12,4970,44,2021-124970,1
111050,2021-12,12703,06,2021-1212703,1
111052,2021-12,12705,06,2021-1212705,1
111053,2021-12,12788,06,2021-1212788,1
111054,2021-12,12706,06,2021-1212706,1
111069,2021-12,13211,06,2021-1213211,1
111070,2021-12,12701,06,2021-1212701,1
111074,2021-12,13213,06,2021-1213213,1
111077,2021-12,13214,06,2021-1213214,1
111081,2021-12,13215,06,2021-1213215,1
111088,2021-12,13216,06,2021-1213216,1
111091,2021-12,13219,06,2021-1213219,1
111093,2021-12,4381,78,2021-124381,1
111099,2021-12,13221,06,2021-1213221,1
111107,2021-12,13222,06,2021-1213222,1
111114,2021-12,4380,78,2021-124380,1
111131,2021-12,4388,78,2021-124388,1
111134,2021-12,13223,06,2021-1213223,1
111136,2021-12,13225,06,2021-1213225,1
111138,2021-12,13236,06,2021-1213236,1
111148,2021-12,8904,78,2021-128904,1
111161,2021-12,6676,78,2021-126676,1
111162,2021-12,2832,92,2021-122832,1
111211,2021-12,14615,06,2021-1214615,1
111222,2021-12,896,75,2021-12896,1
111239,2021-12,6700,78,2021-126700,1
111246,2021-12,6701,78,2021-126701,1
111253,2021-12,6702,78,2021-126702,1
111260,2021-12,6703,78,2021-126703,1
111267,2021-12,6704,78,2021-126704,1
111304,2021-12,10831,78,2021-1210831,1
111305,2021-12,2498,75,2021-122498,1
111326,2021-12,10833,78,2021-1210833,1
111341,2021-12,10862,78,2021-1210862,1
111345,2021-12,13246,78,2021-1213246,1
111354,2021-12,13248,78,2021-1213248,1
111365,2021-12,7246,78,2021-127246,1
111379,2021-12,10064,78,2021-1210064,1
111385,2021-12,14397,36,2021-1214397,1
111401,2021-12,7251,78,2021-127251,1
111418,2021-12,10029,78,2021-1210029,1
111419,2021-12,10035,78,2021-1210035,1
111554,2021-12,6451,33,2021-126451,1
111581,2021-12,52,75,2021-1252,1
111586,2021-12,29,75,2021-1229,1
111604,2021-12,12977,13,2021-1212977,1
111621,2021-12,3537,75,2021-123537,1
111625,2021-12,5,75,2021-125,1
111645,2021-12,23,75,2021-1223,1
111656,2021-12,15044,34,2021-1215044,1
111657,2021-12,43,75,2021-1243,1
111686,2021-12,1234,75,2021-121234,1
111692,2021-12,160,75,2021-12160,1
111696,2021-12,33,75,2021-1233,1
111819,2021-12,10065,78,2021-1210065,1
111825,2021-12,10066,78,2021-1210066,1
111830,2021-12,10067,78,2021-1210067,1
111833,2021-12,11730,95,2021-1211730,1
111844,2021-12,10068,78,2021-1210068,1
111849,2021-12,10083,75,2021-1210083,1
111858,2021-12,10084,75,2021-1210084,1
111957,2021-12,891,75,2021-12891,1
111974,2021-12,3023,93,2021-123023,1
112005,2021-12,12745,06,2021-1212745,1
112057,2021-12,11405,67,2021-1211405,1
112078,2021-12,13112,06,2021-1213112,1
112180,2021-12,13089,94,2021-1213089,1
112205,2021-12,6698,78,2021-126698,1
112209,2021-12,11503,94,2021-1211503,1
112260,2021-12,38,75,2021-1238,1
112265,2021-12,4382,78,2021-124382,1
112273,2021-12,10027,78,2021-1210027,1
112274,2021-12,4389,78,2021-124389,1
112295,2021-12,44,75,2021-1244,1
112302,2021-12,2307,67,2021-122307,1
112305,2021-12,1758,33,2021-121758,1
112329,2021-12,5902,78,2021-125902,1
112334,2021-12,15566,44,2021-1215566,1
112335,2021-12,15565,44,2021-1215565,1
112336,2021-12,15567,44,2021-1215567,1
112341,2021-12,15569,44,2021-1215569,1
112483,2021-12,8654,91,2021-128654,1
112488,2021-12,13140,91,2021-1213140,1
112526,2021-12,10823,95,2021-1210823,1
112583,2021-12,8659,91,2021-128659,1
112588,2021-12,9275,91,2021-129275,1
112589,2021-12,9277,91,2021-129277,1
112597,2021-12,8663,91,2021-128663,1
112603,2021-12,12291,75,2021-1212291,1
112606,2021-12,9273,91,2021-129273,1
112612,2021-12,8668,91,2021-128668,1
112613,2021-12,3645,91,2021-123645,1
112615,2021-12,8673,91,2021-128673,1
112616,2021-12,8649,91,2021-128649,1
112618,2021-12,7074,94,2021-127074,1
112641,2021-12,5440,44,2021-125440,1
112684,2021-12,7224,75,2021-127224,1
112708,2021-12,5783,75,2021-125783,1
112731,2021-12,15885,95,2021-1215885,1
112826,2021-12,9892,67,2021-129892,1
112847,2021-12,9904,67,2021-129904,1
112852,2021-12,9906,67,2021-129906,1
112856,2021-12,6254,44,2021-126254,1
112869,2021-12,9902,67,2021-129902,1
112912,2021-12,9898,67,2021-129898,1
112987,2021-12,6470,44,2021-126470,1
113026,2021-12,11329,06,2021-1211329,1
113037,2021-12,13490,06,2021-1213490,1
113051,2021-12,13491,06,2021-1213491,1
113060,2021-12,13492,06,2021-1213492,1
113065,2021-12,13493,06,2021-1213493,1
113182,2021-12,12602,75,2021-1212602,1
113452,2021-12,9676,67,2021-129676,1
113458,2021-12,12819,91,2021-1212819,1
113644,2021-12,12267,77,2021-1212267,1
113655,2021-12,6648,78,2021-126648,1
113657,2021-12,6647,78,2021-126647,1
113663,2021-12,6605,78,2021-126605,1
113695,2021-12,6604,78,2021-126604,1
113696,2021-12,6601,78,2021-126601,1
113721,2021-12,7485,67,2021-127485,1
113745,2021-12,12832,91,2021-1212832,1
113788,2021-12,13447,77,2021-1213447,1
113798,2021-12,2295,67,2021-122295,1
113818,2021-12,12931,67,2021-1212931,1
113867,2021-12,2358,67,2021-122358,1
114031,2021-12,14261,75,2021-1214261,1
114099,2021-12,10034,78,2021-1210034,1
114148,2021-12,14218,77,2021-1214218,1
114163,2021-12,14221,77,2021-1214221,1
114174,2021-12,14220,77,2021-1214220,1
114196,2021-12,14222,77,2021-1214222,1
114204,2021-12,14223,77,2021-1214223,1
114228,2021-12,14224,77,2021-1214224,1
114233,2021-12,13928,95,2021-1213928,1
114234,2021-12,14225,77,2021-1214225,1
114235,2021-12,14226,77,2021-1214226,1
114236,2021-12,14227,77,2021-1214227,1
114237,2021-12,14228,77,2021-1214228,1
114238,2021-12,14230,77,2021-1214230,1
114240,2021-12,14232,77,2021-1214232,1
114243,2021-12,15424,77,2021-1215424,1
114435,2021-12,15902,44,2021-1215902,1
114566,2021-12,15903,44,2021-1215903,1
114750,2021-12,15905,44,2021-1215905,1
114833,2021-12,10055,78,2021-1210055,1
114856,2021-12,12453,78,2021-1212453,1
114867,2021-12,12454,78,2021-1212454,1
114984,2021-12,14416,15,2021-1214416,1
115105,2021-12,12074,33,2021-1212074,1
115113,2021-12,12091,33,2021-1212091,1
115119,2021-12,12094,33,2021-1212094,1
115121,2021-12,12093,33,2021-1212093,1
115125,2021-12,14447,15,2021-1214447,1
115133,2021-12,6497,92,2021-126497,1
115139,2021-12,14449,15,2021-1214449,1
115140,2021-12,14454,15,2021-1214454,1
115143,2021-12,14471,15,2021-1214471,1
115149,2021-12,14461,15,2021-1214461,1
115155,2021-12,14460,15,2021-1214460,1
115184,2021-12,2462,75,2021-122462,1
115201,2021-12,14455,15,2021-1214455,1
115222,2021-12,14459,15,2021-1214459,1
115236,2021-12,14815,63,2021-1214815,1
115260,2021-12,15393,63,2021-1215393,1
115289,2021-12,14371,36,2021-1214371,1
115334,2021-12,15438,63,2021-1215438,1
115346,2021-12,15536,77,2021-1215536,1
115443,2021-12,15909,18,2021-1215909,1
115481,2021-12,2276,33,2021-122276,1
115502,2021-12,4658,33,2021-124658,1
115503,2021-12,6131,33,2021-126131,1
115504,2021-12,1864,33,2021-121864,1
115507,2021-12,1867,33,2021-121867,1
115512,2021-12,1868,33,2021-121868,1
115515,2021-12,1869,33,2021-121869,1
115518,2021-12,1862,33,2021-121862,1
115521,2021-12,1871,33,2021-121871,1
115522,2021-12,4643,33,2021-124643,1
115525,2021-12,4660,33,2021-124660,1
115527,2021-12,5288,33,2021-125288,1
115528,2021-12,6127,33,2021-126127,1
115529,2021-12,4584,33,2021-124584,1
115530,2021-12,4577,33,2021-124577,1
115533,2021-12,6134,33,2021-126134,1
115535,2021-12,4587,33,2021-124587,1
115536,2021-12,6159,33,2021-126159,1
115538,2021-12,13167,33,2021-1213167,1
115541,2021-12,13168,33,2021-1213168,1
115557,2021-12,6128,33,2021-126128,1
115785,2021-12,1970,33,2021-121970,1
115786,2021-12,11493,33,2021-1211493,1
115787,2021-12,12939,33,2021-1212939,1
115788,2021-12,3858,33,2021-123858,1
115789,2021-12,12420,33,2021-1212420,1
115997,2021-12,15906,91,2021-1215906,1
116311,2021-12,14370,15,2021-1214370,1
116341,2021-12,6645,78,2021-126645,1
116357,2021-12,2338,67,2021-122338,1
116421,2021-12,2294,67,2021-122294,1
116435,2021-12,2272,67,2021-122272,1
116436,2021-12,2297,67,2021-122297,1
116437,2021-12,2330,67,2021-122330,1
116438,2021-12,2298,67,2021-122298,1
116503,2021-12,15921,67,2021-1215921,1
116534,2021-12,3442,92,2021-123442,1
116613,2021-12,12375,77,2021-1212375,1
116739,2021-12,13496,06,2021-1213496,1
116749,2021-12,13498,06,2021-1213498,1
116761,2021-12,13499,06,2021-1213499,1
116768,2021-12,13500,06,2021-1213500,1
116784,2021-12,13503,06,2021-1213503,1
116788,2021-12,7436,67,2021-127436,1
116790,2021-12,13505,06,2021-1213505,1
116802,2021-12,13507,06,2021-1213507,1
116807,2021-12,13509,06,2021-1213509,1
116960,2021-12,5895,78,2021-125895,1
116964,2021-12,11820,93,2021-1211820,1
116975,2021-12,2212,67,2021-122212,1
117020,2021-12,5882,78,2021-125882,1
117041,2021-12,12337,94,2021-1212337,1
117075,2021-12,2838,77,2021-122838,1
117105,2021-12,2308,67,2021-122308,1
117109,2021-12,2328,67,2021-122328,1
117114,2021-12,2327,67,2021-122327,1
117118,2021-12,2285,67,2021-122285,1
117125,2021-12,2326,67,2021-122326,1
117127,2021-12,8412,67,2021-128412,1
117129,2021-12,9278,67,2021-129278,1
117130,2021-12,9306,67,2021-129306,1
117131,2021-12,9311,67,2021-129311,1
117132,2021-12,9313,67,2021-129313,1
117133,2021-12,9315,67,2021-129315,1
117134,2021-12,10883,67,2021-1210883,1
117432,2021-12,4390,78,2021-124390,1
117434,2021-12,10030,78,2021-1210030,1
117435,2021-12,10032,78,2021-1210032,1
117436,2021-12,10033,78,2021-1210033,1
117451,2021-12,11036,78,2021-1211036,1
117460,2021-12,5974,78,2021-125974,1
117461,2021-12,5976,78,2021-125976,1
117462,2021-12,5975,78,2021-125975,1
117463,2021-12,5977,78,2021-125977,1
117464,2021-12,5970,78,2021-125970,1
117465,2021-12,4378,78,2021-124378,1
117466,2021-12,6602,78,2021-126602,1
117467,2021-12,7247,78,2021-127247,1
117469,2021-12,4392,78,2021-124392,1
117470,2021-12,4394,78,2021-124394,1
117471,2021-12,4407,78,2021-124407,1
117472,2021-12,6960,78,2021-126960,1
117473,2021-12,5969,78,2021-125969,1
117474,2021-12,5971,78,2021-125971,1
117475,2021-12,5973,78,2021-125973,1
117476,2021-12,7249,78,2021-127249,1
117477,2021-12,7250,78,2021-127250,1
117478,2021-12,12065,06,2021-1212065,1
117479,2021-12,8218,78,2021-128218,1
117480,2021-12,9908,78,2021-129908,1
117484,2021-12,10031,78,2021-1210031,1
117485,2021-12,4387,78,2021-124387,1
117486,2021-12,4379,78,2021-124379,1
117487,2021-12,6959,78,2021-126959,1
117488,2021-12,4376,78,2021-124376,1
117489,2021-12,4375,78,2021-124375,1
117500,2021-12,10668,75,2021-1210668,1
117543,2021-12,3624,92,2021-123624,1
117759,2021-12,3197,92,2021-123197,1
117940,2021-12,4813,93,2021-124813,1
117997,2021-12,3245,94,2021-123245,1
118069,2021-12,11885,91,2021-1211885,1
118218,2021-12,15277,78,2021-1215277,1
118227,2021-12,15281,78,2021-1215281,1
118231,2021-12,15282,78,2021-1215282,1
118235,2021-12,15283,78,2021-1215283,1
118239,2021-12,15287,78,2021-1215287,1
118243,2021-12,15289,78,2021-1215289,1
118247,2021-12,15291,78,2021-1215291,1
118254,2021-12,15294,78,2021-1215294,1
118259,2021-12,15296,78,2021-1215296,1
118263,2021-12,12836,91,2021-1212836,1
118266,2021-12,11929,91,2021-1211929,1
118268,2021-12,12814,91,2021-1212814,1
118275,2021-12,12838,91,2021-1212838,1
118277,2021-12,12842,91,2021-1212842,1
118278,2021-12,12821,91,2021-1212821,1
118280,2021-12,12848,91,2021-1212848,1
118284,2021-12,12843,91,2021-1212843,1
118285,2021-12,12844,91,2021-1212844,1
118286,2021-12,12845,91,2021-1212845,1
118287,2021-12,12846,91,2021-1212846,1
118288,2021-12,11879,91,2021-1211879,1
118289,2021-12,12830,91,2021-1212830,1
118290,2021-12,11880,91,2021-1211880,1
118291,2021-12,12831,91,2021-1212831,1
118292,2021-12,12835,91,2021-1212835,1
118293,2021-12,12816,91,2021-1212816,1
118294,2021-12,12820,91,2021-1212820,1
118295,2021-12,9097,91,2021-129097,1
118296,2021-12,11886,91,2021-1211886,1
118297,2021-12,11882,91,2021-1211882,1
118298,2021-12,11884,91,2021-1211884,1
118299,2021-12,11930,91,2021-1211930,1
118300,2021-12,11881,91,2021-1211881,1
118303,2021-12,7335,78,2021-127335,1
118308,2021-12,5961,78,2021-125961,1
118315,2021-12,13841,06,2021-1213841,1
118321,2021-12,13842,06,2021-1213842,1
118325,2021-12,15275,78,2021-1215275,1
118326,2021-12,13494,06,2021-1213494,1
118377,2021-12,5963,78,2021-125963,1
118378,2021-12,5964,78,2021-125964,1
118385,2021-12,5966,78,2021-125966,1
118411,2021-12,6331,78,2021-126331,1
118426,2021-12,7294,78,2021-127294,1
118430,2021-12,7332,78,2021-127332,1
118441,2021-12,7333,78,2021-127333,1
118448,2021-12,7334,78,2021-127334,1
118521,2021-12,7295,78,2021-127295,1
118654,2021-12,3760,78,2021-123760,1
118680,2021-12,5946,78,2021-125946,1
118695,2021-12,5947,78,2021-125947,1
118724,2021-12,5913,78,2021-125913,1
118786,2021-12,14321,06,2021-1214321,1
118788,2021-12,15967,06,2021-1215967,1
118822,2021-12,14322,06,2021-1214322,1
118827,2021-12,14323,06,2021-1214323,1
118836,2021-12,14324,06,2021-1214324,1
118839,2021-12,14325,06,2021-1214325,1
118842,2021-12,14326,06,2021-1214326,1
119083,2021-12,3629,78,2021-123629,1
119114,2021-12,4575,33,2021-124575,1
119128,2021-12,6434,33,2021-126434,1
119132,2021-12,6438,33,2021-126438,1
119143,2021-12,6441,33,2021-126441,1
119150,2021-12,6442,33,2021-126442,1
119156,2021-12,4659,33,2021-124659,1
119162,2021-12,6435,33,2021-126435,1
119175,2021-12,6439,33,2021-126439,1
119181,2021-12,6440,33,2021-126440,1
119188,2021-12,6443,33,2021-126443,1
119196,2021-12,6445,33,2021-126445,1
119200,2021-12,6447,33,2021-126447,1
119204,2021-12,6448,33,2021-126448,1
119209,2021-12,6433,33,2021-126433,1
119213,2021-12,6444,33,2021-126444,1
119220,2021-12,6437,33,2021-126437,1
119228,2021-12,11491,33,2021-1211491,1
119232,2021-12,8639,33,2021-128639,1
119591,2021-12,7165,78,2021-127165,1
119629,2021-12,12565,06,2021-1212565,1
119636,2021-12,11788,06,2021-1211788,1
119675,2021-12,6561,94,2021-126561,1
120281,2021-12,15612,63,2021-1215612,1
120708,2021-12,5114,93,2021-125114,1
120830,2021-12,14422,36,2021-1214422,1
120991,2021-12,15998,36,2021-1215998,1
121086,2021-12,5510,34,2021-125510,1
121147,2021-12,5701,33,2021-125701,1
121188,2021-12,15620,63,2021-1215620,1
121269,2021-12,1220,75,2021-121220,1
121489,2021-12,15970,63,2021-1215970,1
121578,2021-12,15926,63,2021-1215926,1
121833,2021-12,8421,33,2021-128421,1
121895,2021-12,6235,78,2021-126235,1
121900,2021-12,6232,78,2021-126232,1
121957,2021-12,6234,78,2021-126234,1
121977,2021-12,6233,78,2021-126233,1
122038,2021-12,15641,93,2021-1215641,1
122067,2021-12,16020,78,2021-1216020,1
122112,2021-12,16021,78,2021-1216021,1
122249,2021-12,15934,63,2021-1215934,1
122272,2021-12,15943,63,2021-1215943,1
122282,2021-12,11099,75,2021-1211099,1
122288,2021-12,11100,75,2021-1211100,1
122300,2021-12,12979,75,2021-1212979,1
122306,2021-12,15640,93,2021-1215640,1
122317,2021-12,15642,93,2021-1215642,1
122318,2021-12,15975,63,2021-1215975,1
122390,2021-12,5911,78,2021-125911,1
122510,2021-12,5874,78,2021-125874,1
122581,2021-12,8034,92,2021-128034,1
122598,2021-12,15974,63,2021-1215974,1
122693,2021-12,3336,92,2021-123336,1
122780,2021-12,15990,59,2021-1215990,1
122781,2021-12,1985,44,2021-121985,1
122799,2021-12,5870,78,2021-125870,1
122812,2021-12,5864,78,2021-125864,1
122853,2021-12,5875,78,2021-125875,1
123173,2021-12,5546,34,2021-125546,1
123246,2021-12,12851,95,2021-1212851,1
123280,2021-12,12850,95,2021-1212850,1
123294,2021-12,16045,95,2021-1216045,1
123718,2021-12,12014,33,2021-1212014,1
123846,2021-12,10730,95,2021-1210730,1
123967,2021-12,13568,77,2021-1213568,1
124004,2021-12,2932,77,2021-122932,1
124006,2021-12,16034,34,2021-1216034,1
124015,2021-12,15763,34,2021-1215763,1
124029,2021-12,16048,67,2021-1216048,1
124030,2021-12,16049,91,2021-1216049,1
124031,2021-12,5612,75,2021-125612,1
124044,2021-12,16050,91,2021-1216050,1
124063,2021-12,16051,91,2021-1216051,1
124095,2021-12,16052,91,2021-1216052,1
124119,2021-12,16054,91,2021-1216054,1
124132,2021-12,16055,91,2021-1216055,1
124137,2021-12,15779,75,2021-1215779,1
124146,2021-12,16056,91,2021-1216056,1
124159,2021-12,1244,75,2021-121244,1
124202,2021-12,16059,91,2021-1216059,1
124270,2021-12,16065,91,2021-1216065,1
124275,2021-12,16067,91,2021-1216067,1
124316,2021-12,16071,91,2021-1216071,1
124354,2021-12,16076,91,2021-1216076,1
124399,2021-12,16080,91,2021-1216080,1
124407,2021-12,16081,91,2021-1216081,1
124415,2021-12,16082,91,2021-1216082,1
124420,2021-12,16083,91,2021-1216083,1
124459,2021-12,16087,91,2021-1216087,1
124460,2021-12,15607,63,2021-1215607,1
124492,2021-12,15911,63,2021-1215911,1
124493,2021-12,16089,91,2021-1216089,1
124523,2021-12,16088,94,2021-1216088,1
124530,2021-12,16090,91,2021-1216090,1
124546,2021-12,16092,91,2021-1216092,1
124572,2021-12,16093,91,2021-1216093,1
124585,2021-12,16094,91,2021-1216094,1
124594,2021-12,15837,06,2021-1215837,1
124607,2021-12,16095,91,2021-1216095,1
124636,2021-12,16096,91,2021-1216096,1
124644,2021-12,16097,91,2021-1216097,1
124652,2021-12,16098,91,2021-1216098,1
124657,2021-12,16099,91,2021-1216099,1
124663,2021-12,10014,75,2021-1210014,1
124668,2021-12,6298,33,2021-126298,1
124669,2021-12,6301,33,2021-126301,1
124671,2021-12,13056,77,2021-1213056,1
124723,2021-12,14393,92,2021-1214393,1
124889,2021-12,6637,94,2021-126637,1
124892,2021-12,7040,94,2021-127040,1
124894,2021-12,7032,94,2021-127032,1
124922,2022-01,15969,63,2022-0115969,1
