,monthly,lieu_id,territoire,check,status_PRO
59182,2021-07,248,75,2021-07248,1
59206,2021-07,3095,93,2021-073095,1
59275,2021-07,3517,75,2021-073517,1
59291,2021-07,3116,93,2021-073116,1
59301,2021-07,12674,75,2021-0712674,1
59307,2021-07,3519,75,2021-073519,1
59340,2021-07,2781,75,2021-072781,1
59365,2021-07,6067,75,2021-076067,1
59368,2021-07,8108,94,2021-078108,1
59515,2021-07,4452,94,2021-074452,1
59520,2021-07,6402,94,2021-076402,1
59524,2021-07,6401,94,2021-076401,1
59528,2021-07,3014,92,2021-073014,1
59535,2021-07,3861,92,2021-073861,1
59607,2021-07,32,75,2021-0732,1
59614,2021-07,4551,93,2021-074551,1
59683,2021-07,2675,75,2021-072675,1
59718,2021-07,10888,94,2021-0710888,1
59802,2021-07,12141,91,2021-0712141,1
59807,2021-07,33,75,2021-0733,1
59843,2021-07,12143,91,2021-0712143,1
59851,2021-07,12796,91,2021-0712796,1
60043,2021-07,4984,44,2021-074984,1
60213,2021-07,7497,94,2021-077497,1
60235,2021-07,8039,75,2021-078039,1
60318,2021-07,6766,75,2021-076766,1
60383,2021-07,2832,92,2021-072832,1
60468,2021-07,6794,94,2021-076794,1
60479,2021-07,9820,94,2021-079820,1
60533,2021-07,3799,78,2021-073799,1
60641,2021-07,6593,78,2021-076593,1
60658,2021-07,6615,94,2021-076615,1
61003,2021-07,11356,92,2021-0711356,1
61676,2021-07,8007,67,2021-078007,1
61805,2021-07,8555,78,2021-078555,1
61878,2021-07,3964,92,2021-073964,1
61889,2021-07,4934,75,2021-074934,1
61894,2021-07,12065,06,2021-0712065,1
61904,2021-07,13038,94,2021-0713038,1
61920,2021-07,6414,94,2021-076414,1
61965,2021-07,11806,94,2021-0711806,1
61982,2021-07,3198,92,2021-073198,1
62016,2021-07,12064,06,2021-0712064,1
62125,2021-07,50,93,2021-0750,1
62268,2021-07,7197,75,2021-077197,1
62301,2021-07,4203,33,2021-074203,1
62314,2021-07,4196,33,2021-074196,1
62344,2021-07,4201,33,2021-074201,1
62349,2021-07,4202,33,2021-074202,1
62383,2021-07,4204,33,2021-074204,1
62429,2021-07,12881,92,2021-0712881,1
62478,2021-07,4938,75,2021-074938,1
62515,2021-07,13049,33,2021-0713049,1
62784,2021-07,12250,95,2021-0712250,1
62793,2021-07,13058,95,2021-0713058,1
62794,2021-07,12251,95,2021-0712251,1
62801,2021-07,12252,95,2021-0712252,1
62804,2021-07,12253,95,2021-0712253,1
62807,2021-07,12254,95,2021-0712254,1
62816,2021-07,13059,95,2021-0713059,1
62845,2021-07,3520,75,2021-073520,1
62922,2021-07,6958,75,2021-076958,1
62932,2021-07,46,75,2021-0746,1
62980,2021-07,45,75,2021-0745,1
63013,2021-07,5868,78,2021-075868,1
63024,2021-07,1924,33,2021-071924,1
63271,2021-07,6193,75,2021-076193,1
63391,2021-07,1961,33,2021-071961,1
63392,2021-07,334,75,2021-07334,1
63432,2021-07,12980,95,2021-0712980,1
63446,2021-07,11210,75,2021-0711210,1
63598,2021-07,2782,75,2021-072782,1
63606,2021-07,10668,75,2021-0710668,1
63771,2021-07,12152,94,2021-0712152,1
63801,2021-07,12144,94,2021-0712144,1
63812,2021-07,12146,94,2021-0712146,1
63814,2021-07,12147,94,2021-0712147,1
63815,2021-07,12148,94,2021-0712148,1
63816,2021-07,12150,94,2021-0712150,1
63818,2021-07,12163,94,2021-0712163,1
63831,2021-07,12145,94,2021-0712145,1
63833,2021-07,12151,94,2021-0712151,1
63934,2021-07,2197,75,2021-072197,1
64448,2021-07,11199,95,2021-0711199,1
64450,2021-07,11200,95,2021-0711200,1
64488,2021-07,12095,94,2021-0712095,1
64656,2021-07,6196,94,2021-076196,1
64822,2021-07,13088,13,2021-0713088,1
64825,2021-07,1860,33,2021-071860,1
64830,2021-07,1862,33,2021-071862,1
64840,2021-07,1866,33,2021-071866,1
64846,2021-07,1867,33,2021-071867,1
64851,2021-07,1868,33,2021-071868,1
64870,2021-07,1869,33,2021-071869,1
64876,2021-07,11742,13,2021-0711742,1
64877,2021-07,1871,33,2021-071871,1
64883,2021-07,4577,33,2021-074577,1
64906,2021-07,1873,33,2021-071873,1
65005,2021-07,13096,13,2021-0713096,1
65009,2021-07,9795,78,2021-079795,1
65013,2021-07,9780,,2021-079780,1
65020,2021-07,13097,13,2021-0713097,1
65028,2021-07,4578,33,2021-074578,1
65045,2021-07,4579,33,2021-074579,1
65060,2021-07,4580,33,2021-074580,1
65157,2021-07,11885,91,2021-0711885,1
65160,2021-07,11886,91,2021-0711886,1
65174,2021-07,12830,91,2021-0712830,1
65189,2021-07,10502,95,2021-0710502,1
65233,2021-07,11879,91,2021-0711879,1
65240,2021-07,11882,91,2021-0711882,1
65269,2021-07,12846,91,2021-0712846,1
65278,2021-07,12842,91,2021-0712842,1
65370,2021-07,1863,,2021-071863,1
65376,2021-07,4583,33,2021-074583,1
65385,2021-07,4584,33,2021-074584,1
65394,2021-07,4585,33,2021-074585,1
65400,2021-07,4587,33,2021-074587,1
65406,2021-07,4588,33,2021-074588,1
65425,2021-07,4660,33,2021-074660,1
65430,2021-07,5288,33,2021-075288,1
65435,2021-07,6126,33,2021-076126,1
65441,2021-07,892,75,2021-07892,1
65449,2021-07,6127,33,2021-076127,1
65455,2021-07,6128,33,2021-076128,1
65459,2021-07,6129,33,2021-076129,1
65465,2021-07,6133,33,2021-076133,1
65469,2021-07,6130,33,2021-076130,1
65477,2021-07,6134,33,2021-076134,1
65483,2021-07,6136,33,2021-076136,1
65488,2021-07,6138,33,2021-076138,1
65492,2021-07,6144,33,2021-076144,1
65498,2021-07,6148,33,2021-076148,1
65504,2021-07,6158,33,2021-076158,1
65509,2021-07,6159,33,2021-076159,1
65515,2021-07,6160,33,2021-076160,1
65536,2021-07,2187,33,2021-072187,1
65589,2021-07,13106,33,2021-0713106,1
65961,2021-07,8006,67,2021-078006,1
65965,2021-07,1966,33,2021-071966,1
66059,2021-07,4102,33,2021-074102,1
66090,2021-07,4108,33,2021-074108,1
66229,2021-07,4136,33,2021-074136,1
66234,2021-07,12814,91,2021-0712814,1
66245,2021-07,12832,91,2021-0712832,1
66268,2021-07,11880,91,2021-0711880,1
66299,2021-07,2649,75,2021-072649,1
66316,2021-07,11881,91,2021-0711881,1
66324,2021-07,4171,33,2021-074171,1
66422,2021-07,12821,91,2021-0712821,1
66587,2021-07,4643,33,2021-074643,1
66609,2021-07,9337,,2021-079337,1
66610,2021-07,9334,,2021-079334,1
66628,2021-07,6131,33,2021-076131,1
66722,2021-07,4658,33,2021-074658,1
66725,2021-07,1861,33,2021-071861,1
66752,2021-07,11884,91,2021-0711884,1
66762,2021-07,11930,91,2021-0711930,1
66775,2021-07,12819,91,2021-0712819,1
66784,2021-07,13140,91,2021-0713140,1
66888,2021-07,12831,91,2021-0712831,1
66931,2021-07,12838,91,2021-0712838,1
66952,2021-07,12835,91,2021-0712835,1
67342,2021-07,7107,75,2021-077107,1
67566,2021-07,12923,33,2021-0712923,1
67710,2021-07,13167,33,2021-0713167,1
67716,2021-07,13168,33,2021-0713168,1
67722,2021-07,13169,,2021-0713169,1
68268,2021-07,3172,92,2021-073172,1
68305,2021-07,6066,93,2021-076066,1
68815,2021-07,2864,93,2021-072864,1
68915,2021-07,7224,75,2021-077224,1
69043,2021-07,2349,67,2021-072349,1
69051,2021-07,1220,75,2021-071220,1
69065,2021-07,12836,91,2021-0712836,1
69087,2021-07,2461,75,2021-072461,1
69096,2021-07,2201,67,2021-072201,1
69097,2021-07,6572,92,2021-076572,1
69376,2021-07,4476,94,2021-074476,1
69385,2021-07,3316,92,2021-073316,1
70181,2021-07,2817,77,2021-072817,1
70236,2021-07,6412,94,2021-076412,1
70255,2021-07,6411,94,2021-076411,1
70260,2021-07,6416,94,2021-076416,1
70292,2021-07,11503,94,2021-0711503,1
70735,2021-07,11378,77,2021-0711378,1
70844,2021-07,7251,78,2021-077251,1
70895,2021-07,13043,95,2021-0713043,1
70962,2021-07,13053,77,2021-0713053,1
71010,2021-07,6971,33,2021-076971,1
71014,2021-07,6976,33,2021-076976,1
71022,2021-07,6973,33,2021-076973,1
71028,2021-07,6972,33,2021-076972,1
71042,2021-07,13103,95,2021-0713103,1
71075,2021-07,6397,94,2021-076397,1
71123,2021-07,6952,94,2021-076952,1
71125,2021-07,7813,94,2021-077813,1
71210,2021-07,8057,67,2021-078057,1
71214,2021-07,11002,67,2021-0711002,1
71323,2021-07,12963,06,2021-0712963,1
71414,2021-07,2646,75,2021-072646,1
71436,2021-07,13063,77,2021-0713063,1
71545,2021-07,12848,91,2021-0712848,1
71626,2021-07,2433,75,2021-072433,1
71683,2021-07,12816,91,2021-0712816,1
71688,2021-07,12257,77,2021-0712257,1
71716,2021-07,11929,91,2021-0711929,1
71737,2021-07,2499,75,2021-072499,1
71739,2021-07,12820,91,2021-0712820,1
71816,2021-07,12843,91,2021-0712843,1
71844,2021-07,12844,91,2021-0712844,1
71865,2021-07,12845,91,2021-0712845,1
71917,2021-07,6107,78,2021-076107,1
71921,2021-08,2641,75,2021-082641,1
71970,2021-08,2207,67,2021-082207,1
71975,2021-08,13341,13,2021-0813341,1
72002,2021-08,13344,13,2021-0813344,1
72024,2021-08,13346,13,2021-0813346,1
72039,2021-08,13348,13,2021-0813348,1
72208,2021-08,1220,75,2021-081220,1
72364,2021-08,13362,13,2021-0813362,1
72367,2021-08,6794,94,2021-086794,1
72374,2021-08,334,75,2021-08334,1
72379,2021-08,6450,93,2021-086450,1
72402,2021-08,3863,75,2021-083863,1
72407,2021-08,6026,75,2021-086026,1
72455,2021-08,13373,13,2021-0813373,1
72480,2021-08,11100,75,2021-0811100,1
72481,2021-08,13376,75,2021-0813376,1
72487,2021-08,11099,75,2021-0811099,1
72489,2021-08,5612,75,2021-085612,1
72587,2021-08,4896,75,2021-084896,1
72687,2021-08,5686,75,2021-085686,1
72736,2021-08,2821,92,2021-082821,1
72755,2021-08,13283,77,2021-0813283,1
72881,2021-08,2197,75,2021-082197,1
72901,2021-08,2201,67,2021-082201,1
72903,2021-08,13097,13,2021-0813097,1
72906,2021-08,13400,13,2021-0813400,1
72914,2021-08,12937,91,2021-0812937,1
72961,2021-08,13402,13,2021-0813402,1
72989,2021-08,13403,13,2021-0813403,1
73046,2021-08,6766,75,2021-086766,1
73060,2021-08,13411,13,2021-0813411,1
73071,2021-08,13413,13,2021-0813413,1
73083,2021-08,13414,13,2021-0813414,1
73106,2021-08,13415,13,2021-0813415,1
73122,2021-08,13416,13,2021-0813416,1
73129,2021-08,13417,13,2021-0813417,1
73278,2021-08,13423,13,2021-0813423,1
73287,2021-08,13424,13,2021-0813424,1
73300,2021-08,13425,13,2021-0813425,1
73324,2021-08,13426,13,2021-0813426,1
73337,2021-08,9097,91,2021-089097,1
73339,2021-08,13427,13,2021-0813427,1
73351,2021-08,13428,13,2021-0813428,1
73357,2021-08,13429,13,2021-0813429,1
73382,2021-08,13106,33,2021-0813106,1
73387,2021-08,2335,67,2021-082335,1
73388,2021-08,2187,33,2021-082187,1
73399,2021-08,6131,33,2021-086131,1
73409,2021-08,13169,,2021-0813169,1
73416,2021-08,13167,33,2021-0813167,1
73418,2021-08,13168,33,2021-0813168,1
73431,2021-08,6159,33,2021-086159,1
73444,2021-08,6128,33,2021-086128,1
73561,2021-08,8111,94,2021-088111,1
73572,2021-08,13448,13,2021-0813448,1
73581,2021-08,13449,13,2021-0813449,1
73597,2021-08,13450,13,2021-0813450,1
73614,2021-08,13452,13,2021-0813452,1
73634,2021-08,13453,13,2021-0813453,1
73654,2021-08,13456,13,2021-0813456,1
73684,2021-08,13459,13,2021-0813459,1
73723,2021-08,13096,13,2021-0813096,1
73729,2021-08,13463,13,2021-0813463,1
73735,2021-08,13464,13,2021-0813464,1
73754,2021-08,13465,13,2021-0813465,1
73764,2021-08,13467,13,2021-0813467,1
73771,2021-08,13468,13,2021-0813468,1
73777,2021-08,13469,13,2021-0813469,1
73786,2021-08,13470,13,2021-0813470,1
73793,2021-08,13471,13,2021-0813471,1
73800,2021-08,13472,13,2021-0813472,1
73807,2021-08,13473,13,2021-0813473,1
73822,2021-08,13475,13,2021-0813475,1
73837,2021-08,13476,13,2021-0813476,1
73846,2021-08,13477,13,2021-0813477,1
73852,2021-08,13478,13,2021-0813478,1
73857,2021-08,13479,13,2021-0813479,1
73862,2021-08,13480,13,2021-0813480,1
73867,2021-08,13481,13,2021-0813481,1
73874,2021-08,13482,13,2021-0813482,1
73879,2021-08,13483,13,2021-0813483,1
73891,2021-08,13484,,2021-0813484,1
73952,2021-08,13486,13,2021-0813486,1
73962,2021-08,13487,13,2021-0813487,1
73970,2021-08,13488,13,2021-0813488,1
73981,2021-08,13489,13,2021-0813489,1
74054,2021-08,2470,75,2021-082470,1
74093,2021-08,13508,13,2021-0813508,1
74129,2021-08,13511,13,2021-0813511,1
74168,2021-08,13517,13,2021-0813517,1
74188,2021-08,13519,13,2021-0813519,1
74204,2021-08,9010,78,2021-089010,1
74205,2021-08,9011,78,2021-089011,1
74207,2021-08,10818,75,2021-0810818,1
74208,2021-08,9970,95,2021-089970,1
74209,2021-08,9968,91,2021-089968,1
74457,2021-08,0,75,2021-080,1
74909,2021-08,3413,93,2021-083413,1
74912,2021-08,2845,93,2021-082845,1
74927,2021-08,5241,93,2021-085241,1
75069,2021-08,13628,13,2021-0813628,1
75381,2021-08,45,75,2021-0845,1
75389,2021-08,2522,75,2021-082522,1
75629,2021-08,13702,13,2021-0813702,1
75714,2021-08,13718,13,2021-0813718,1
75801,2021-08,13734,13,2021-0813734,1
75843,2021-08,2290,67,2021-082290,1
75849,2021-08,3326,44,2021-083326,1
75850,2021-08,12958,06,2021-0812958,1
75874,2021-08,3316,92,2021-083316,1
76335,2021-08,13783,92,2021-0813783,1
76348,2021-08,13785,92,2021-0813785,1
76355,2021-08,13786,92,2021-0813786,1
76363,2021-08,13787,92,2021-0813787,1
76372,2021-08,13788,92,2021-0813788,1
76380,2021-08,13789,92,2021-0813789,1
76395,2021-08,13791,92,2021-0813791,1
76407,2021-08,13792,92,2021-0813792,1
76413,2021-08,13793,92,2021-0813793,1
76419,2021-08,13794,92,2021-0813794,1
76425,2021-08,13795,92,2021-0813795,1
76459,2021-08,13797,13,2021-0813797,1
76466,2021-08,13798,13,2021-0813798,1
76477,2021-08,13800,13,2021-0813800,1
76487,2021-08,13801,13,2021-0813801,1
76509,2021-08,13803,13,2021-0813803,1
76728,2021-08,2237,67,2021-082237,1
76735,2021-08,12113,75,2021-0812113,1
76739,2021-08,13821,13,2021-0813821,1
76748,2021-08,13822,13,2021-0813822,1
76760,2021-08,13824,13,2021-0813824,1
76770,2021-08,13825,13,2021-0813825,1
76780,2021-08,13826,13,2021-0813826,1
76791,2021-08,13827,13,2021-0813827,1
76798,2021-08,13828,13,2021-0813828,1
76807,2021-08,13829,13,2021-0813829,1
76815,2021-08,13830,13,2021-0813830,1
76869,2021-08,11329,06,2021-0811329,1
76878,2021-08,13490,06,2021-0813490,1
76880,2021-08,13493,06,2021-0813493,1
76886,2021-08,8006,67,2021-088006,1
76900,2021-08,13494,06,2021-0813494,1
76904,2021-08,13492,06,2021-0813492,1
76905,2021-08,13491,06,2021-0813491,1
76906,2021-08,13496,06,2021-0813496,1
76933,2021-08,13498,06,2021-0813498,1
76951,2021-08,13499,06,2021-0813499,1
76958,2021-08,13500,06,2021-0813500,1
76967,2021-08,13502,06,2021-0813502,1
76975,2021-08,13503,06,2021-0813503,1
76990,2021-08,13505,06,2021-0813505,1
76994,2021-08,13507,06,2021-0813507,1
76997,2021-08,13509,06,2021-0813509,1
77003,2021-08,13841,06,2021-0813841,1
77020,2021-08,13842,06,2021-0813842,1
77047,2021-08,13032,77,2021-0813032,1
77049,2021-08,13085,93,2021-0813085,1
77051,2021-08,13089,94,2021-0813089,1
77053,2021-08,13098,91,2021-0813098,1
77061,2021-08,10690,77,2021-0810690,1
77066,2021-08,6295,33,2021-086295,1
77084,2021-08,13605,77,2021-0813605,1
77143,2021-08,3799,78,2021-083799,1
77181,2021-08,2782,75,2021-082782,1
77185,2021-08,10668,75,2021-0810668,1
77188,2021-08,13849,13,2021-0813849,1
77205,2021-08,13851,13,2021-0813851,1
77217,2021-08,13854,13,2021-0813854,1
77323,2021-08,8354,78,2021-088354,1
77538,2021-08,6397,94,2021-086397,1
77541,2021-08,6411,94,2021-086411,1
77707,2021-08,13103,95,2021-0813103,1
77750,2021-08,12261,77,2021-0812261,1
77762,2021-08,7025,94,2021-087025,1
77942,2021-08,13916,06,2021-0813916,1
78048,2021-08,11,75,2021-0811,1
78049,2021-08,15,75,2021-0815,1
78100,2021-08,2700,77,2021-082700,1
78209,2021-08,6517,94,2021-086517,1
78283,2021-08,342,75,2021-08342,1
78324,2021-08,9544,92,2021-089544,1
78333,2021-08,7022,94,2021-087022,1
78372,2021-09,4650,33,2021-094650,1
78384,2021-09,0,75,2021-090,1
78385,2021-09,4,75,2021-094,1
78387,2021-09,12321,06,2021-0912321,1
78390,2021-09,12630,06,2021-0912630,1
78393,2021-09,12624,06,2021-0912624,1
78417,2021-09,2641,75,2021-092641,1
78663,2021-09,3097,92,2021-093097,1
78664,2021-09,3098,92,2021-093098,1
78698,2021-09,13670,75,2021-0913670,1
78710,2021-09,2481,75,2021-092481,1
78718,2021-09,6070,78,2021-096070,1
78720,2021-09,6689,78,2021-096689,1
78776,2021-09,892,75,2021-09892,1
78791,2021-09,5225,94,2021-095225,1
78820,2021-09,14187,75,2021-0914187,1
78838,2021-09,2201,67,2021-092201,1
78842,2021-09,14188,94,2021-0914188,1
78853,2021-09,11443,06,2021-0911443,1
78858,2021-09,7568,44,2021-097568,1
78865,2021-09,6394,94,2021-096394,1
78873,2021-09,2269,67,2021-092269,1
78875,2021-09,11004,67,2021-0911004,1
78876,2021-09,3003,93,2021-093003,1
78886,2021-09,174,75,2021-09174,1
78898,2021-09,1998,44,2021-091998,1
78921,2021-09,2515,77,2021-092515,1
78935,2021-09,6412,94,2021-096412,1
78997,2021-09,4002,92,2021-094002,1
79024,2021-09,4409,78,2021-094409,1
79050,2021-09,6685,78,2021-096685,1
79065,2021-09,3544,78,2021-093544,1
79090,2021-09,6688,78,2021-096688,1
79154,2021-09,3015,92,2021-093015,1
79180,2021-09,239,75,2021-09239,1
79202,2021-09,12595,95,2021-0912595,1
79206,2021-09,13474,95,2021-0913474,1
79208,2021-09,13462,95,2021-0913462,1
79212,2021-09,13328,95,2021-0913328,1
79213,2021-09,13329,95,2021-0913329,1
79214,2021-09,13330,95,2021-0913330,1
79215,2021-09,13331,95,2021-0913331,1
79216,2021-09,13334,95,2021-0913334,1
79217,2021-09,13333,95,2021-0913333,1
79218,2021-09,13332,95,2021-0913332,1
79219,2021-09,13335,95,2021-0913335,1
79220,2021-09,13458,95,2021-0913458,1
79221,2021-09,13326,95,2021-0913326,1
79238,2021-09,13460,95,2021-0913460,1
79245,2021-09,14204,95,2021-0914204,1
79251,2021-09,14205,95,2021-0914205,1
79279,2021-09,14203,92,2021-0914203,1
79286,2021-09,6401,94,2021-096401,1
79287,2021-09,6402,94,2021-096402,1
79288,2021-09,6413,94,2021-096413,1
79291,2021-09,10889,94,2021-0910889,1
79338,2021-09,14197,78,2021-0914197,1
79361,2021-09,4752,33,2021-094752,1
79364,2021-09,4651,33,2021-094651,1
79379,2021-09,4849,75,2021-094849,1
79417,2021-09,7225,78,2021-097225,1
79428,2021-09,13175,06,2021-0913175,1
79434,2021-09,2462,75,2021-092462,1
79478,2021-09,4449,94,2021-094449,1
79584,2021-09,6766,75,2021-096766,1
79603,2021-09,3518,,2021-093518,1
79604,2021-09,1938,33,2021-091938,1
79605,2021-09,1743,75,2021-091743,1
79630,2021-09,6156,78,2021-096156,1
79634,2021-09,6241,78,2021-096241,1
79637,2021-09,6240,78,2021-096240,1
79649,2021-09,3811,33,2021-093811,1
79651,2021-09,52,75,2021-0952,1
79652,2021-09,3537,75,2021-093537,1
79653,2021-09,33,75,2021-0933,1
79654,2021-09,29,75,2021-0929,1
79655,2021-09,5,75,2021-095,1
79658,2021-09,1234,75,2021-091234,1
79686,2021-09,11,75,2021-0911,1
79687,2021-09,3016,93,2021-093016,1
79688,2021-09,3326,44,2021-093326,1
79692,2021-09,5241,93,2021-095241,1
79694,2021-09,3438,93,2021-093438,1
79697,2021-09,3439,93,2021-093439,1
79698,2021-09,3435,93,2021-093435,1
79702,2021-09,3436,93,2021-093436,1
79711,2021-09,14202,91,2021-0914202,1
79729,2021-09,12671,94,2021-0912671,1
79730,2021-09,2390,67,2021-092390,1
79732,2021-09,2231,67,2021-092231,1
79733,2021-09,2235,67,2021-092235,1
79735,2021-09,2229,67,2021-092229,1
79736,2021-09,2240,67,2021-092240,1
79737,2021-09,11002,67,2021-0911002,1
79738,2021-09,11003,67,2021-0911003,1
79739,2021-09,2237,67,2021-092237,1
79743,2021-09,8057,67,2021-098057,1
79750,2021-09,6472,94,2021-096472,1
79776,2021-09,2914,77,2021-092914,1
79779,2021-09,13454,77,2021-0913454,1
79781,2021-09,1934,33,2021-091934,1
79782,2021-09,14245,77,2021-0914245,1
79788,2021-09,13136,77,2021-0913136,1
79793,2021-09,11747,78,2021-0911747,1
79801,2021-09,6565,44,2021-096565,1
79802,2021-09,4970,44,2021-094970,1
79815,2021-09,12417,33,2021-0912417,1
79851,2021-09,4451,94,2021-094451,1
79852,2021-09,4452,94,2021-094452,1
79853,2021-09,4454,94,2021-094454,1
79854,2021-09,4464,94,2021-094464,1
79856,2021-09,4465,94,2021-094465,1
79857,2021-09,6392,94,2021-096392,1
79858,2021-09,6393,94,2021-096393,1
79859,2021-09,6396,94,2021-096396,1
79861,2021-09,6397,94,2021-096397,1
79862,2021-09,6398,94,2021-096398,1
79863,2021-09,6399,94,2021-096399,1
79868,2021-09,6404,94,2021-096404,1
79870,2021-09,6405,94,2021-096405,1
79871,2021-09,6410,94,2021-096410,1
79872,2021-09,6411,94,2021-096411,1
79874,2021-09,6414,94,2021-096414,1
79876,2021-09,6415,94,2021-096415,1
79877,2021-09,6416,94,2021-096416,1
79878,2021-09,6417,94,2021-096417,1
79879,2021-09,6418,94,2021-096418,1
79880,2021-09,6994,94,2021-096994,1
79882,2021-09,13038,94,2021-0913038,1
79883,2021-09,13818,33,2021-0913818,1
79888,2021-09,2206,67,2021-092206,1
79936,2021-09,8446,06,2021-098446,1
79949,2021-09,13804,95,2021-0913804,1
79952,2021-09,4231,33,2021-094231,1
79957,2021-09,4100,33,2021-094100,1
79962,2021-09,4101,33,2021-094101,1
79963,2021-09,4095,33,2021-094095,1
79964,2021-09,6109,33,2021-096109,1
79965,2021-09,5766,33,2021-095766,1
79971,2021-09,5765,33,2021-095765,1
79999,2021-09,3839,,2021-093839,1
80035,2021-09,4448,94,2021-094448,1
80044,2021-09,14252,,2021-0914252,1
80062,2021-09,6395,94,2021-096395,1
80100,2021-09,3413,93,2021-093413,1
80104,2021-09,3023,93,2021-093023,1
80121,2021-09,2703,92,2021-092703,1
80122,2021-09,2707,92,2021-092707,1
80123,2021-09,2705,92,2021-092705,1
80129,2021-09,10706,75,2021-0910706,1
80132,2021-09,3183,77,2021-093183,1
80142,2021-09,7224,75,2021-097224,1
80167,2021-09,6164,78,2021-096164,1
80172,2021-09,13348,13,2021-0913348,1
80174,2021-09,6817,94,2021-096817,1
80178,2021-09,6819,94,2021-096819,1
80200,2021-09,14258,76,2021-0914258,1
80201,2021-09,11126,76,2021-0911126,1
80221,2021-09,6107,78,2021-096107,1
80234,2021-09,14259,76,2021-0914259,1
80260,2021-09,14261,75,2021-0914261,1
80294,2021-09,2204,67,2021-092204,1
80299,2021-09,7541,67,2021-097541,1
80433,2021-09,9639,94,2021-099639,1
80443,2021-09,4583,33,2021-094583,1
80453,2021-09,12977,13,2021-0912977,1
80649,2021-09,4878,75,2021-094878,1
80702,2021-09,2782,75,2021-092782,1
80703,2021-09,10668,75,2021-0910668,1
80712,2021-09,14286,33,2021-0914286,1
80721,2021-09,14288,33,2021-0914288,1
80724,2021-09,14289,33,2021-0914289,1
80727,2021-09,14290,33,2021-0914290,1
80736,2021-09,11724,94,2021-0911724,1
80738,2021-09,8621,94,2021-098621,1
80825,2021-09,3890,33,2021-093890,1
80888,2021-09,3732,93,2021-093732,1
80902,2021-09,14264,75,2021-0914264,1
